0,1
0.602,0.398
0.9999,9.9999999999989E-05
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9998,0.0002
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9998,0.0002
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9998,0.0002
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,0.0001
1,0
1,0
0.8922,0.1078
0.7146,0.2854
0.2906,0.7094
0.6864,0.3136
0.3093,0.6907
0.661,0.339
0.3265,0.6735
0.6547,0.3453
0.3442,0.6558
0.6422,0.3578
0.3644,0.6356
0.6192,0.3808
0.3816,0.6184
0.6761,0.3239
0.673,0.327
0.674,0.326
0.6761,0.3239
0.7813,0.2187
0.7527,0.2473
0.7542,0.2458
0.7599,0.2401
0.7568,0.2432
0.7527,0.2473
0.7506,0.2494
0.7662,0.2338
0.7516,0.2484
0.7536,0.2464
0.6214,0.3786
0.5162,0.4838
0.7641,0.2359
0.7589,0.2411
0.7558,0.2442
0.7797,0.2203
0.7599,0.2401
0.7599,0.2401
0.7589,0.2411
0.7692,0.2308
0.7646,0.2354
0.7568,0.2432
0.7735,0.2265
0.7803,0.2197
0.7572,0.2428
0.7605,0.2395
0.7572,0.2428
0.7698,0.2302
0.7599,0.2401
0.7599,0.2401
0.7572,0.2428
0.7735,0.2265
0.7583,0.2417
0.7614,0.2386
0.7594,0.2406
0.7709,0.2291
0.762,0.238
0.7579,0.2421
0.7583,0.2417
0.7714,0.2286
0.7572,0.2428
0.7489,0.2511
0.762,0.238
0.7495,0.2505
0.748,0.252
0.7511,0.2489
0.762,0.238
0.7485,0.2515
0.8338,0.1662
0.5501,0.4499
0.7703,0.2297
0.7527,0.2473
0.7506,0.2494
0.7527,0.2473
0.7614,0.2386
0.7631,0.2369
0.7563,0.2437
0.7489,0.2511
0.7667,0.2333
0.7521,0.2479
0.7527,0.2473
0.7583,0.2417
0.7692,0.2308
0.7521,0.2479
0.7599,0.2401
0.7495,0.2505
0.7547,0.2453
0.7516,0.2484
0.7589,0.2411
0.7579,0.2421
0.75,0.25
0.7714,0.2286
0.762,0.238
0.7755,0.2245
0.7583,0.2417
0.7667,0.2333
0.7594,0.2406
0.7583,0.2417
0.7594,0.2406
0.7646,0.2354
0.761,0.239
0.7652,0.2348
0.7605,0.2395
0.7572,0.2428
0.761,0.239
0.7599,0.2401
0.7579,0.2421
0.7662,0.2338
0.7579,0.2421
0.7563,0.2437
0.7652,0.2348
0.7678,0.2322
0.7589,0.2411
0.7589,0.2411
0.7547,0.2453
0.7636,0.2364
0.7625,0.2375
0.7572,0.2428
0.7572,0.2428
0.7719,0.2281
0.761,0.239
0.762,0.238
0.7672,0.2328
0.7719,0.2281
0.761,0.239
0.7594,0.2406
0.7583,0.2417
0.7782,0.2218
0.7662,0.2338
0.7614,0.2386
0.7605,0.2395
0.7678,0.2322
0.7646,0.2354
0.7594,0.2406
0.7589,0.2411
0.774,0.226
0.7568,0.2432
0.7605,0.2395
0.7568,0.2432
0.7672,0.2328
0.7589,0.2411
0.7594,0.2406
0.7563,0.2437
0.7724,0.2276
0.7553,0.2447
0.7751,0.2249
0.7579,0.2421
0.7657,0.2343
0.7614,0.2386
0.761,0.239
0.7579,0.2421
0.7724,0.2276
0.7589,0.2411
0.761,0.239
0.7594,0.2406
0.7678,0.2322
0.7599,0.2401
0.7589,0.2411
0.7583,0.2417
0.7724,0.2276
0.7605,0.2395
0.762,0.238
0.7698,0.2302
0.7782,0.2218
0.762,0.238
0.7605,0.2395
0.762,0.238
0.7719,0.2281
0.7568,0.2432
0.7485,0.2515
0.7584,0.2416
0.7933,0.2067
0.7521,0.2479
0.7495,0.2505
0.7599,0.2401
0.7521,0.2479
0.75,0.25
0.75,0.25
0.8376,0.1624
0.8015,0.1985
0.8521,0.1479
0.9245,0.0755
0.8235,0.1765
0.7542,0.2458
0.7521,0.2479
0.7485,0.2515
0.7771,0.2229
0.7527,0.2473
0.7521,0.2479
0.7542,0.2458
0.7646,0.2354
0.7568,0.2432
0.7605,0.2395
0.7641,0.2359
0.7678,0.2322
0.762,0.238
0.7714,0.2286
0.7558,0.2442
0.7568,0.2432
0.7599,0.2401
0.762,0.238
0.7563,0.2437
0.8094,0.1906
1,0
1,0
0.9849,0.0151
0.4363,0.5637
0.9541,0.0459
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9828,0.0172
0.9634,0.0366
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,0.0001
1,0
0.9998,0.0002
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
0.9998,0.0002
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
0.9998,0.0002
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,0.0001
1,0
0.9998,0.0002
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9213,0.0787
0.7625,0.2375
0.4197,0.5803
0.7105,0.2895
0.4385,0.5615
0.6947,0.3053
0.4576,0.5424
0.6761,0.3239
0.4729,0.5271
0.6599,0.3401
0.4951,0.5049
0.6391,0.3609
0.5114,0.4886
0.6219,0.3781
0.5286,0.4714
0.6031,0.3969
0.5459,0.4541
0.6084,0.3916
0.5652,0.4348
0.5672,0.4328
0.5813,0.4187
0.5501,0.4499
0.6006,0.3994
0.5303,0.4697
0.6178,0.3822
0.5198,0.4802
0.6364,0.3636
0.4973,0.5027
0.6374,0.3626
0.5443,0.4557
0.6614,0.3386
0.4875,0.5125
0.6792,0.3208
0.4671,0.5329
0.6881,0.3119
0.4583,0.5417
0.7141,0.2859
0.4322,0.5678
0.7266,0.2734
0.4239,0.5761
0.7489,0.2511
0.3968,0.6032
0.7683,0.2317
0.378,0.622
0.7844,0.2156
0.3651,0.6349
0.8032,0.1968
0.3458,0.6542
0.8204,0.1796
0.3291,0.6709
0.8391,0.1609
0.3119,0.6881
0.8567,0.1433
0.2921,0.7079
0.873,0.127
0.2722,0.7278
0.8911,0.1089
0.2597,0.7403
0.9099,0.0901
0.2411,0.7589
0.9266,0.0734
0.2243,0.7757
0.9464,0.0536
0.2036,0.7964
0.9619,0.0381
0.2026,0.7974
0.9678,0.0322
0.1864,0.8136
0.9745,0.0255
0.1932,0.8068
0.9886,0.0114
0.1973,0.8027
1,0
0.1666,0.8334
1,0
0.1638,0.8362
1,0
0.1604,0.8396
1,0
0.179,0.821
1,0
0.1978,0.8022
1,0
0.192,0.808
1,0
0.1947,0.8053
1,0
0.1869,0.8131
1,0
0.2025,0.7975
0.9969,0.0031
0.189,0.811
0.9917,0.0083
0.2113,0.7887
0.9605,0.0395
0.2336,0.7664
1,0
0.3822,0.6178
0.9292,0.0708
0.266,0.734
0.9261,0.0739
0.2852,0.7148
0.8922,0.1078
0.3015,0.6985
0.8922,0.1078
0.3191,0.6809
0.8563,0.1437
0.3358,0.6642
0.8652,0.1348
0.3546,0.6454
0.8204,0.1796
0.3718,0.6282
0.8162,0.1838
0.3906,0.6094
0.786,0.214
0.4113,0.5887
0.7834,0.2166
0.4275,0.5725
0.7433,0.2567
0.4441,0.5559
0.7599,0.2401
0.4723,0.5277
0.7115,0.2885
0.4791,0.5209
0.7136,0.2864
0.4978,0.5022
0.6777,0.3223
0.5144,0.4856
0.6771,0.3229
0.5323,0.4677
0.6412,0.3588
0.5511,0.4489
0.6385,0.3615
0.5662,0.4338
0.6079,0.3921
0.5869,0.4131
0.899,0.101
0.6073,0.3927
0.5693,0.4307
0.6256,0.3744
0.5834,0.4166
0.6433,0.3567
0.5395,0.4605
0.6594,0.3406
0.5303,0.4697
0.6792,0.3208
0.4947,0.5053
0.698,0.302
0.4875,0.5125
0.7157,0.2843
0.4598,0.5402
0.7349,0.2651
0.463,0.537
0.7464,0.2536
0.4269,0.5731
0.7641,0.2359
0.4197,0.5803
0.7829,0.2171
0.3921,0.6079
0.8016,0.1984
0.3843,0.6157
0.8183,0.1817
0.3526,0.6474
0.8469,0.1531
0.3546,0.6454
0.8541,0.1459
0.317,0.683
0.8713,0.1287
0.3234,0.6766
0.8911,0.1089
0.2822,0.7178
0.9089,0.0911
0.3708,0.6292
0.9256,0.0744
0.2468,0.7532
0.9422,0.0578
0.2437,0.7563
0.9605,0.0395
0.2296,0.7704
0.9605,0.0395
1,0
0.9599,0.0401
0.0316,0.9684
0.9735,0.0265
0.2441,0.7559
0.9953,0.0047
0.2005,0.7995
1,0
0.2134,0.7866
1,0
0.1963,0.8037
1,0
0.2238,0.7762
1,0
0.189,0.811
1,0
0.2102,0.7898
1,0
0.192,0.808
1,0
0.214,0.786
0.9985,0.0015
0.1957,0.8043
1,0
0.2238,0.7762
0.9573,0.0427
0.23,0.77
0.9636,0.0364
0.2468,0.7532
0.9271,0.0729
0.2655,0.7345
0.9271,0.0729
0.2827,0.7173
0.8881,0.1119
0.3009,0.6991
0.8942,0.1058
0.3489,0.6511
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.6529,0.3471
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
0.9998,0.0002
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9998,0.0002
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,0.0001
0.9999,0.0001
1,0
1,0
1,0
0.9998,0.0002
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
