0,1.397934,3965,0
0,2.472413,3593,1
0,2.515642,1253,0
0,2.531788,3959,0
0,2.558871,1253,1
0,2.571892,3593,0
0,3.198975,1253,0
0,3.206267,3959,0
0,3.235954,1253,1
0,3.243246,3593,0
0,3.266684,3959,0
0,4.156267,3593,1
0,4.169809,3965,0
0,4.184913,1253,1
0,4.192725,3965,0
0,4.222413,1253,1
0,4.230746,3593,0
0,5.315121,3965,0
0,5.422413,3593,1
0,5.429704,3965,0
0,5.4396,1253,1
0,5.446371,3965,0
0,5.475538,1253,1
0,5.482829,3593,0
0,6.557309,3965,0
0,7.409913,3593,1
0,7.419288,3959,0
0,7.432829,1253,1
0,7.440121,3959,0
0,7.468246,1253,1
0,7.475538,3593,0
0,8.592204,3965,0
0,9.379704,3593,1
0,9.386996,3959,0
0,9.399496,1253,1
0,9.406267,3959,0
0,9.436475,1253,1
0,9.443246,3593,0
0,10.526059,3959,0
0,11.378142,3593,1
0,11.389079,3965,0
0,11.400017,1253,1
0,11.406788,3965,0
0,11.435434,1253,1
0,11.442725,3593,0
0,12.549496,3965,0
0,13.344809,3593,1
0,13.353663,3965,0
0,13.364079,1253,1
0,13.37085,3965,0
0,13.399496,1253,1
0,13.407309,3593,0
0,14.48335,3965,0
0,15.326579,3593,1
0,15.334392,3965,0
0,15.343767,1253,1
0,15.350538,3965,0
0,15.379704,1253,1
0,15.386996,3593,0
0,16.482829,3965,0
0,17.307309,3593,1
0,17.315642,3959,0
0,17.330746,1253,1
0,17.338038,3959,0
0,17.367204,1253,1
0,17.375017,3593,0
0,18.454704,3959,0
0,19.309392,3593,1
0,19.320329,3965,0
0,19.330225,1253,1
0,19.337517,3965,0
0,19.366163,1253,1
0,19.374496,3593,0
0,20.454184,3965,0
0,21.271371,3593,1
0,21.279704,3965,0
0,21.289079,1253,1
0,21.29585,3965,0
0,21.33335,1253,1
0,21.341163,3593,0
0,22.426579,3965,0
0,23.252621,3593,1
0,23.259913,3965,0
0,23.269288,1253,1
0,23.276579,3965,0
0,23.304704,1253,1
0,23.312517,3593,0
0,24.421892,3965,0
0,25.233871,3593,1
0,25.242204,3959,0
0,25.252621,1253,1
0,25.259913,3959,0
0,25.287517,1253,1
0,25.295329,3593,0
0,26.376579,3959,0
0,27.228142,3593,1
0,27.237517,3965,0
0,27.247934,1253,1
0,27.255225,3965,0
0,27.28335,1253,1
0,27.291163,3593,0
0,28.378663,3965,0
0,29.199496,3593,1
0,29.206267,3965,0
0,29.216163,1253,1
0,29.222934,3965,0
0,29.2521,1253,1
0,29.259392,3593,0
0,30.343246,3965,0
0,31.908871,3593,1
0,31.919288,1253,0
0,31.935434,3959,0
0,31.963038,1253,1
0,31.97085,3593,0
0,33.050538,3959,0
0,33.165642,3593,1
0,33.172934,3965,0
0,33.182309,1253,1
0,33.189079,3965,0
0,33.217204,1253,1
