
0, 3306250, 3965, 0
0, 4380729, 3593, 1
0, 4423958, 1253, 0
0, 4440104, 3959, 0
0, 4467187, 1253, 1
0, 4480208, 3593, 0
0, 5107291, 1253, 0
0, 5114583, 3959, 0
0, 5144270, 1253, 1
0, 5151562, 3593, 0
0, 5175000, 3959, 0
0, 6064583, 3593, 1
0, 6078125, 3965, 0
0, 6093229, 1253, 1
0, 6101041, 3965, 0
0, 6130729, 1253, 1
0, 6139062, 3593, 0
0, 7223437, 3965, 0
0, 7330729, 3593, 1
0, 7338020, 3965, 0
0, 7347916, 1253, 1
0, 7354687, 3965, 0
0, 7383854, 1253, 1
0, 7391145, 3593, 0
0, 8465625, 3965, 0
0, 9318229, 3593, 1
0, 9327604, 3959, 0
0, 9341145, 1253, 1
0, 9348437, 3959, 0
0, 9376562, 1253, 1
0, 9383854, 3593, 0
0, 10500520, 3965, 0
0, 11288020, 3593, 1
0, 11295312, 3959, 0
0, 11307812, 1253, 1
0, 11314583, 3959, 0
0, 11344791, 1253, 1
0, 11351562, 3593, 0
0, 12434375, 3959, 0
0, 13286458, 3593, 1
0, 13297395, 3965, 0
0, 13308333, 1253, 1
0, 13315104, 3965, 0
0, 13343750, 1253, 1
0, 13351041, 3593, 0
0, 14457812, 3965, 0
0, 15253125, 3593, 1
0, 15261979, 3965, 0
0, 15272395, 1253, 1
0, 15279166, 3965, 0
0, 15307812, 1253, 1
0, 15315625, 3593, 0
0, 16391666, 3965, 0
0, 17234895, 3593, 1
0, 17242708, 3965, 0
0, 17252083, 1253, 1
0, 17258854, 3965, 0
0, 17288020, 1253, 1
0, 17295312, 3593, 0
0, 18391145, 3965, 0
0, 19215625, 3593, 1
0, 19223958, 3959, 0
0, 19239062, 1253, 1
0, 19246354, 3959, 0
0, 19275520, 1253, 1
0, 19283333, 3593, 0
0, 20363020, 3959, 0
0, 21217708, 3593, 1
0, 21228645, 3965, 0
0, 21238541, 1253, 1
0, 21245833, 3965, 0
0, 21274479, 1253, 1
0, 21282812, 3593, 0
0, 22362500, 3965, 0
0, 23179687, 3593, 1
0, 23188020, 3965, 0
0, 23197395, 1253, 1
0, 23204166, 3965, 0
0, 23241666, 1253, 1
0, 23249479, 3593, 0
0, 24334895, 3965, 0
0, 25160937, 3593, 1
0, 25168229, 3965, 0
0, 25177604, 1253, 1
0, 25184895, 3965, 0
0, 25213020, 1253, 1
0, 25220833, 3593, 0
0, 26330208, 3965, 0
0, 27142187, 3593, 1
0, 27150520, 3959, 0
0, 27160937, 1253, 1
0, 27168229, 3959, 0
0, 27195833, 1253, 1
0, 27203645, 3593, 0
0, 28284895, 3959, 0
0, 29136458, 3593, 1
0, 29145833, 3965, 0
0, 29156250, 1253, 1
0, 29163541, 3965, 0
0, 29191666, 1253, 1
0, 29199479, 3593, 0
0, 30286979, 3965, 0
0, 31107812, 3593, 1
0, 31114583, 3965, 0
0, 31124479, 1253, 1
0, 31131250, 3965, 0
0, 31160416, 1253, 1
0, 31167708, 3593, 0
0, 32251562, 3965, 0
0, 33817187, 3593, 1
0, 33827604, 1253, 0
0, 33843750, 3959, 0
0, 33871354, 1253, 1
0, 33879166, 3593, 0
0, 34958854, 3959, 0
0, 35073958, 3593, 1
0, 35081250, 3965, 0
0, 35090625, 1253, 1
0, 35097395, 3965, 0
0, 35125520, 1253, 1
0, 35132812, 3593, 0
0, 36215625, 3965, 0
0, 37051041, 3593, 1
0, 37058854, 3959, 0
0, 37068750, 1253, 1
0, 37075520, 3959, 0
0, 37104166, 1253, 1
0, 37111458, 3593, 0
0, 38185416, 3959, 0
0, 39041666, 3593, 1
0, 39050000, 3965, 0
0, 39060416, 1253, 1
0, 39067187, 3965, 0
0, 39096354, 1253, 1
0, 39103645, 3593, 0
0, 40189062, 3965, 0
0, 41022395, 3593, 1
0, 41029687, 3965, 0
0, 41039062, 1253, 1
0, 41045833, 3965, 0
0, 41075000, 1253, 1
0, 41089583, 3593, 0
0, 42194791, 3965, 0
0, 43000000, 3593, 1
0, 43007812, 3965, 0
0, 43017708, 1253, 1
0, 43024479, 3965, 0
0, 43053645, 1253, 1
0, 43061458, 3593, 0
0, 44135937, 3965, 0
0, 44722395, 3962, 1
0, 44747395, 3959, 0
0, 45714583, 3593, 1
0, 45725520, 3965, 0
0, 45736458, 1253, 1
0, 45743229, 3965, 0
0, 45757291, 3962, 1
0, 45785416, 1253, 0
0, 45792708, 3593, 0
0, 46874479, 3965, 0
0, 46883854, 3962, 1
0, 46898437, 3965, 0
0, 46913541, 3962, 1
0, 46921354, 3965, 0
0, 46929166, 3962, 1
0, 47272395, 3963, 0
0, 47485416, 3964, 0
0, 47509895, 3593, 0
0, 47517708, 3965, 0
0, 47528645, 1253, 1
0, 47535416, 3965, 0
0, 47565104, 1253, 1
0, 47572395, 3593, 0
0, 48651041, 3965, 0
0, 48704166, 3959, 0
0, 48950000, 3593, 1
0, 48957812, 3959, 0
0, 48967187, 1253, 1
0, 48974479, 3959, 0
0, 49002604, 1253, 1
0, 49009895, 3593, 0
0, 50107291, 3959, 0
0, 51566666, 3593, 1
0, 51576041, 3959, 0
0, 51586979, 1253, 1
0, 51595312, 3959, 0
0, 51623958, 1253, 1
0, 51631250, 3593, 0
0, 52702604, 3959, 0
0, 52916666, 3593, 1
0, 52925000, 3959, 0
0, 52933854, 1253, 1
0, 52941666, 3959, 0
0, 52969791, 1253, 1
0, 52978125, 3593, 0
0, 54072916, 3959, 0
0, 54901562, 3593, 1
0, 54909895, 3959, 0
0, 54919270, 1253, 1
0, 54926041, 3959, 0
0, 54954687, 1253, 1
0, 54962500, 3593, 0
0, 56066145, 3959, 0
0, 56878125, 3593, 1
0, 56886458, 3959, 0
0, 56895833, 1253, 1
0, 56902604, 3959, 0
