3,0
5,4
7,8
9,12
11,16
13,20
15,24
17,28
19,32
21,36
23,40
25,44
27,48
29,52
99,56
101,60
107,64
109,68
111,64
113,64
715,72
717,76
115,80
117,81
689,82
687,83
105,84
103,85
691,86
693,87
695,88
153,89
151,90
145,91
147,92
169,93
127,94
129,95
131,96
285,97
287,98
289,99
283,100
269,101
281,102
279,103
273,104
303,105
335,106
581,107
611,108
591,109
593,110
595,111
597,112
599,113
585,114
587,115
589,116
583,117
613,118
575,119
601,120
615,121
617,122
619,123
433,124
441,125
397,126
403,127
417,128
413,129
415,130
411,131
401,132
429,133
493,134
445,135
459,136
487,137
477,138
481,139
479,140
483,141
437,142
409,143
407,144
503,145
507,146
501,147
505,148
511,149
513,150
469,151
463,152
467,153
425,154
427,155
491,156
489,157
