131285509355,131285518209,131285620813
, 2038685, 300439, 901093, 16088, 16363, 7949, 7973, 8260, 67833, 205887, 222755, 7453, 11339, 6460, 7375, 7226, 3957, 5479, 1706, 374, 250, 222, 218, 232, 21610, 90518, 12691, 2808, 5739, 3299, 3641, 3481, 835, 1120, 386, 63, 34, 33, 37, 46, 1636, 2932, 696, 233, 5, 7, 13, 11, 253, 112, 202, 20, 32, 22, 31, 26, 0, 0, 0, 0, 0, 0, 0, 0, 70, 13, 98, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2375680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 2, 5, 2, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
131286581751,131286588521,131286683313
, 166354, 271001, 1826237, 14074, 19822, 8527, 8514, 8929, 87041, 203475, 492555, 7448, 13836, 6317, 7407, 7086, 5675, 5130, 675, 272, 217, 225, 225, 239, 31419, 89873, 8249, 2813, 6914, 3272, 3660, 3453, 1278, 963, 132, 57, 37, 32, 32, 41, 2699, 2832, 168, 160, 2, 4, 12, 8, 60, 60, 41, 21, 32, 36, 29, 34, 0, 0, 0, 0, 0, 0, 0, 0, 54, 12, 100, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2375680, 0, 0, 0, 0, 0, 0, 205110, 696, 205110, 1571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 358901, 249, 314783, 32647, 8495, 2385, 429, 29071, 54577, 5787, 0, 0, 89721, 458, 423, 31, 1, 0, 205090, 205130, 205130, 0, 0, 0, 44811, 713, 14860, 0, 143512, 118889, 29720, 0, 0, 0, 0, 0, 141, 44589, 0, 29681, 0, 32070, 0, 0, 119006, 0, 0, 231, 231, 0, 59441
, 7, 5, 1, 1, 1, 1, 1, 1, 7, 3, 1, 1, 1, 1, 1, 1, 7, 3, 1, 1, 1, 1, 1, 1, 7, 3, 1, 1, 1, 1, 1, 1, 7, 3, 1, 1, 1, 1, 1, 1, 7, 3, 1, 1, 1, 1, 1, 1, 7, 3, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
131287651542,131287658834,131287754667
, 2377986, 324722, 1837892, 14097, 222991, 11314, 8949, 9751, 219090, 214249, 505377, 7411, 69159, 9334, 7933, 7987, 15395, 5951, 1411, 246, 3667, 380, 240, 251, 80237, 93869, 13762, 2797, 40638, 4521, 3804, 3754, 1965, 1192, 248, 43, 817, 42, 38, 39, 10549, 3364, 453, 154, 1878, 36, 6, 10, 601, 155, 90, 20, 807, 41, 19, 12, 0, 0, 0, 0, 682000000, 682000000, 682000000, 682000000, 70, 12, 100, 0, 8, 0, 0, 0, 4, 2, 0, 0, 4, 0, 0, 0, 0, 0, 5513216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 7, 5, 1, 1, 5, 1, 1, 1, 5, 3, 1, 1, 5, 1, 1, 1, 5, 3, 1, 1, 5, 1, 1, 1, 5, 3, 1, 1, 5, 1, 1, 1, 5, 3, 1, 1, 5, 1, 1, 1, 5, 3, 1, 1, 5, 1, 1, 1, 5, 3, 1, 1, 5, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 1, 1, 5, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
131288724459,131288732271,131288859876
, 167289, 632216, 1815369, 35561, 20497, 10406, 8595, 8246, 89852, 296185, 485321, 15307, 14600, 7136, 7388, 7070, 6415, 13874, 726, 666, 492, 329, 325, 324, 32252, 116297, 3176, 6015, 7014, 3808, 3673, 3596, 1402, 2871, 183, 133, 80, 37, 38, 33, 3171, 3820, 352, 436, 287, 57, 4, 9, 64, 713, 57, 38, 28, 43, 32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 70, 100, 100, 2, 0, 0, 0, 0, 6, 1, 0, 1, 0, 0, 0, 0, 0, 0, 7299072, 0, 0, 0, 0, 0, 0, 45500, 162, 45502, 2006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71429, 250, 51100, 10738, 5440, 2787, 876, 3062, 9696, 4247, 0, 0, 17819, 102, 70, 26, 6, 0, 41466, 41771, 41137, 0, 0, 0, 8702, 145, 2873, 0, 28529, 23677, 5902, 0, 0, 0, 0, 0, 22, 8844, 0, 5883, 0, 6320, 0, 0, 23902, 0, 0, 52, 52, 0, 11812
, 7, 6, 1, 2, 1, 1, 1, 1, 7, 2, 1, 2, 1, 1, 1, 1, 7, 2, 1, 2, 1, 1, 1, 1, 7, 2, 1, 2, 1, 1, 1, 1, 7, 2, 1, 2, 1, 1, 1, 1, 7, 2, 1, 2, 1, 1, 1, 1, 7, 2, 1, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 1, 2, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
131289801542,131289810917,131289910396
, 1804533, 2381307, 2545259, 620150, 20262, 10975, 10962, 10861, 54720, 1248540, 592391, 295744, 14759, 6369, 7413, 7127, 2272, 168276, 8736, 10616, 331, 308, 313, 304, 16441, 349170, 37369, 126832, 7036, 3351, 3888, 3765, 536, 25902, 2161, 2202, 46, 41, 44, 44, 692, 8200, 4255, 5389, 39, 15, 5, 8, 42, 1913, 1483, 798, 45, 58, 50, 58, 0, 0, 0, 0, 0, 0, 0, 0, 25, 48, 54, 25, 0, 0, 0, 0, 1, 7, 5, 5, 0, 0, 0, 0, 0, 0, 326754304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 2, 18, 10, 12, 1, 1, 1, 1, 2, 8, 6, 6, 1, 1, 1, 1, 2, 8, 6, 6, 1, 1, 1, 1, 2, 8, 6, 6, 1, 1, 1, 1, 2, 8, 6, 6, 1, 1, 1, 1, 2, 8, 6, 6, 1, 1, 1, 1, 2, 8, 6, 6, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 6, 6, 1, 1, 1, 1, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
131290874980,131290883313,131291001021
, 1823912, 34975, 39402, 366372, 107912, 35124, 25760, 29294, 128614, 13263, 13396, 227222, 50242, 17757, 14603, 14062, 6851, 1047, 1037, 6977, 2300, 935, 569, 607, 42080, 5266, 5260, 96908, 25849, 9656, 7689, 7086, 1496, 238, 269, 1469, 525, 133, 81, 92, 3057, 503, 506, 3503, 940, 255, 8, 6, 116, 18, 41, 210, 368, 103, 92, 92, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 16, 8, 0, 0, 0, 6, 0, 0, 2, 1, 0, 0, 0, 0, 0, 322191360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 249, 16, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 68, 23, 18, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 8, 2, 2, 10, 5, 2, 2, 2, 8, 2, 2, 4, 3, 2, 2, 2, 8, 2, 2, 4, 3, 2, 2, 2, 8, 2, 2, 4, 3, 2, 2, 2, 8, 2, 2, 4, 3, 2, 2, 2, 8, 2, 2, 4, 3, 2, 2, 2, 8, 2, 2, 4, 3, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 2, 4, 3, 2, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
131291963001,131291995292,131292181230
, 586550, 778836, 301760, 689793, 868564, 171216, 14267, 10862, 185475, 320746, 42132, 266634, 391154, 77436, 7334, 6964, 14077, 40321, 4841, 11441, 38179, 12469, 641, 612, 69910, 91079, 17279, 111461, 243860, 44398, 3722, 3464, 2359, 6277, 1214, 2446, 6854, 1762, 57, 39, 8767, 3498, 2447, 5935, 20740, 3319, 5, 4, 523, 1346, 713, 1098, 2104, 763, 63, 45, 0, 0, 0, 0, 1652000000, 1652000000, 1652000000, 1652000000, 24, 34, 10, 33, 100, 18, 0, 0, 8, 2, 2, 4, 9, 2, 0, 0, 0, 0, 2090475520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 66, 17, 16, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
